Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.,Invoice Date,Submitted Date,Amount,Remarks (If any),DC Number,Original DC,, Overdue Days ,
7595-,7595-5125,792,Metier Impressions,7595,5125,,19200388,09-Mar-20,17-Mar-20,"54,093.00",,19200388,,,,
7454-,7454-5129,793,Metier Impressions,7454,5129,,19200389,09-Mar-20,17-Mar-20,"310,805.00",,19200389,,,,
7454-,7454-5130,794,Metier Impressions,7454,5130,,19200389,09-Mar-20,17-Mar-20,"310,805.00",,19200389,,,,
7454-,7454-5131,795,Metier Impressions,7454,5131,,19200389,09-Mar-20,17-Mar-20,"310,805.00",,19200389,,,,
7454-,7454-5132,796,Metier Impressions,7454,5132,,19200389,09-Mar-20,17-Mar-20,"310,805.00",,19200389,,,,
7651-,7651-5126,797,Metier Impressions,7651,5126,,19200390,09-Mar-20,17-Mar-20,"127,149.00",,19200390,,,,
7567-,7567-5127,798,Metier Impressions,7567,5127,,19200391,09-Mar-20,17-Mar-20,"89,856.00",,19200391,,,,
7245-4731,7245-5128,799,Metier Impressions,7245,5128,4731,19200392,09-Mar-20,17-Mar-20,"270,663.00",,19200392,,,,
7651-,7651-5138,800,Metier Impressions,7651,5138,,19200394,10-Mar-20,17-Mar-20,"536,560.00",,19200394,,,,
7245-4732,7245-5139,801,Metier Impressions,7245,5139,4732,19200395,10-Mar-20,17-Mar-20,"319,561.00",,19200395,,,,
7043-4681,7043-5075,802,Metier Ampoule ,7043,5075,4681,19200095,24-Feb-20,17-Mar-20,"1,009,016.00",,19200095,,,,
7595-,7595-5140,803,Metier Impressions,7595,5140,,19200396,10-Mar-20,17-Mar-20,"71,181.00",,19200396,,,,
7454-,7454-5141,804,Metier Impressions,7454,5141,,19200397,11-Mar-20,17-Mar-20,"181,787.00",,19200397,,,,
7454-,7454-5142,805,Metier Impressions,7454,5142,,19200397,11-Mar-20,17-Mar-20,"181,787.00",,19200397,,,,
7595-,7595-5146,806,Metier Impressions,7595,5146,,19200398,12-Mar-20,17-Mar-20,"305,129.00",,19200398,,,,
7595-,7595-5147,807,Metier Impressions,7595,5147,,19200398,12-Mar-20,17-Mar-20,"305,129.00",,19200398,,,,
7595-,7595-5148,808,Metier Impressions,7595,5148,,19200398,12-Mar-20,17-Mar-20,"305,129.00",,19200398,,,,
7772-4178,7772-2349,809,Blazon International,7772,2349,4178,1353/19-20,16-Mar-20,17-Mar-20,"603,750.00",,9763,,,,
7619-1897,7619-1843,810,Universal Engineering ,7619,1843,1897,28804 UE,12-Mar-20,17-Mar-20,"7,659.00",,28804,,,,
7616-1923,7616-1869,811,Waheed Bhai Carpenter,7616,1869,1923,7616-106,14-Mar-20,17-Mar-20,"81,600.00",,N/A,,,,
7616-4198,7616-,812,Waheed Bhai Carpenter,7616,,4198,7616-106,14-Mar-20,17-Mar-20,"81,600.00",Services ,,,,,
7541-4201,7541-,813,Waheed Bhai Carpenter,7541,,4201,7541-102,11-Mar-20,17-Mar-20,"38,500.00",Services ,,,,,
6890-4195,6890-2364,814,Waheed Bhai Carpenter,6890,2364,4195,6890-103,14-Mar-20,17-Mar-20,"247,940.00",,N/A,,,,
6890-1925,6890-1871,815,Waheed Bhai Carpenter,6890,1871,1925,6890-103,14-Mar-20,17-Mar-20,"247,940.00",,N/A,,,,
6890-4200,6890-,816,Waheed Bhai Carpenter,6890,,4200,6890-103,14-Mar-20,17-Mar-20,"247,940.00",Services ,,,,,
7544-1924,7544-1870,817,Waheed Bhai Carpenter,7544,1870,1924,7544-104,14-Mar-20,17-Mar-20,"3,900.00",,N/A,,,,
7617-4199,7617-,818,Waheed Bhai Carpenter,7617,,4199,7617-105,14-Mar-20,17-Mar-20,"30,655.00",Services ,,,,,
7617-1922,7617-1868,819,Waheed Bhai Carpenter,7617,1868,1922,7617-105,14-Mar-20,17-Mar-20,"30,655.00",,N/A,,,,
7615-1914,7615-1860,820,Ammar Electric,7615,1860,1914,2534,13-Mar-20,17-Mar-20,"4,914.00",,2703,,,,
6045-4208,6045-1877,821,Toyota Southern Motors,6045,1877,4208,459747,02-Aug-19,18-Mar-20,"9,499.00",,,,,,
6045-4208,6045-1877,822,Toyota Southern Motors,6045,1877,4208,459471,25-Jul-19,18-Mar-20,"63,660.00",,,,,,
7628-,7628-5145,823,Metier Plastic,7628,5145,,19200253,12-Mar-20,18-Mar-20,"38,180.00",,19200253,,,,
6901-1928,6901-1874,824,Arsalan Engineering Services,6901,1874,1928,101,16-Mar-20,18-Mar-20,"50,000.00",,095,,,,
6642-1915,6642-1865,825,Kamtec International ,6642,1865,1915,10258,16-Mar-20,18-Mar-20,"325,000.00",,8379,,,,
7289-4205,7289-,826,A. G. Associates,7289,,4205,4002,16-Mar-20,18-Mar-20,"377,800.00",Services,,,,,
7289-1929,7289-1875,827,A. G. Associates,7289,1875,1929,4002,16-Mar-20,18-Mar-20,"377,800.00",,4002,,,,
6270-1930,6270-1876,828,A. G. Associates,6270,1876,1930,3081,16-Mar-20,18-Mar-20,"190,000.00",,3081,,,,
6270-4206,6270-,829,A. G. Associates,6270,,4206,3081,16-Mar-20,18-Mar-20,"190,000.00",Services,,,,,
7402-4734,7402-5110,830,Super International ,7402,5110,4734,739/1920,04-Mar-20,18-Mar-20,"95,940.00",,R-739,,,,
5469-4746,5469-5122,831,IdeaPac,5469,5122,4746,072,09-Mar-20,18-Mar-20,"107,406.00",,0309/1,,,,
7512-4196,7512-2365,832,Health factory international,7512,2365,4196,9147,31-Dec-19,18-Mar-20,"28,466.00",,,,,,
7512-4196,7512-2365,833,Health factory international,7512,2365,4196,9149,31-Dec-19,18-Mar-20,"3,034.00",,,,,,
7512-4196,7512-2365,834,Health factory international,7512,2365,4196,9148,31-Dec-19,18-Mar-20,"13,028.00",,,,,,
7100-4197,7100-2366,835,Nisar oil traders,7100,2366,4197,1114,28-Oct-19,18-Mar-20,"381,540.00",,019826,,,,
7701-,7701-5161,836,Aman Enterprise,7701,5161,,550,16-Mar-20,18-Mar-20,"36,000.00",,634,,,,
5728-,5728-5150,837,Ghani Glass,5728,5150,,PH22003001020,12-Mar-20,19-Mar-20,"219,594.38",,10611170,,,,
7486-,7486-5151,838,Ghani Glass,7486,5151,,PH22003001021,12-Mar-20,19-Mar-20,"184,137.53",,10611171,,,,
5600-1910,5600-1856,839,Cyber Engineering,5600,1856,1910,N/A (Quotation # CECS-1000) ,17-Mar-20,19-Mar-20,"135,000.00",,061,,,,
5413-4214,5413-,840,Telecom Engineering ,5413,,4214,TEC/SST-184/2019/2020,14-Mar-20,19-Mar-20,"58,300.00",Services,,,,,
7455-4756,7455-5144,841,ICI Pakistan LTD,7455,5144,4756,70492089,11-Mar-20,19-Mar-20,"486,720.00",,60496258,,,,
7710-,7710-5149,842,Martin Dow,7710,5149,,9200013643,13-Mar-20,19-Mar-20,"16,263.00",,8300013768,,,,
7451-,7451-301,843,S W S ,7451,301,,2113/03/2020,14-Mar-20,19-Mar-20,"22,113.00",,001134,,,,
7639-4212,7639-2373,844,Al-Hilal Packaging ,7639,2373,4212,1022-20,11-Mar-20,19-Mar-20,"156,486.00",,1075,,,,
7211-1938,7211-1883,845,New Zafcom Tyres Company,7211,1883,1938,8376,21-Jan-20,20-Mar-20,"49,140.00",,8364,,,,
4269-1935,4269-1880,846,SNA Motors,4269,1880,1935,12156,09-Jan-19,20-Mar-20,"4,691.00",,12156,,,,
4713-1937,4713-1882,847,SNA Motors,4713,1882,1937,13526,19-Mar-19,20-Mar-20,736.00,,13526,,,,
5305-1936,5305-1881,848,SNA Motors,5305,1881,1936,12882,15-Feb-19,20-Mar-20,"3,132.00",,12882,,,,
5305-4224,5305-,849,SNA Motors,5305,,4224,12882,15-Feb-19,20-Mar-20,"3,132.00",Services,,,,,
7221-4215,7221-,850,Pakland International,7221,,4215,7221,19-Mar-20,21-Mar-20,"56,500.00",Services,,,,,
7764-1908,7764-1854,851,K. W. Traders,7764,1854,1908,3256,16-Mar-20,21-Mar-20,"44,460.00",,1020,,,,
7628-,7628-5175,852,Metier Plastic,7628,5175,,19200252,12-Mar-20,21-Mar-20,"70,528.00",,19200252,,,,
6974-4216,6974-2375,853,Javed Chemical ,6974,2375,4216,21944,20-Mar-20,21-Mar-20,"61,425.00",,10353,,,,
6974-4219,6974-2378,854,Javed Chemical ,6974,2378,4219,21944,20-Mar-20,21-Mar-20,"61,425.00",,10331,,,,
4556-4209,4556-2370,855,Javed Chemical ,4556,2370,4209,21940,19-Mar-20,21-Mar-20,"43,524.00",,10340,,,,
6716-4223,6716-2382,856,NOOR & CO.,6716,2382,4223,075,20-Mar-20,21-Mar-20,"90,000.00",,020,,,,
7006-4213,7006-2374,857,Zauq International,7006,2374,4213,20-176,19-Mar-20,21-Mar-20,"336,960.00",,DLN20031001,,,,
7620-4230,7620-,858,Pakistan Oxygen ,7620,,4230,371586910,17-Mar-20,21-Mar-20,"22,600.00",Services,,,,,
5902-1926,5902-1872,859,Osaka Lighting,5902,1872,1926,1002696,17-Mar-20,21-Mar-20,"259,875.00",,1002806,,,,
7582-4180,7582-2351,860,Atique Traders,7582,2351,4180,INV-48611,11-Mar-20,21-Mar-20,"20,850.10",,68561,,,,
7240-1939,7240-1884,861,Defence Battery,7240,1884,1939,007896,23-Dec-19,26-Mar-20,"4,000.00",,007896,,,,
7240-1939,7240-1884,862,Defence Battery,7240,1884,1939,007923,26-Dec-19,26-Mar-20,"5,500.00",,007923,,,,
7788-1940,7788-1885,863,Defence Battery,7788,1885,1940,008226,23-Jan-20,26-Mar-20,"16,600.00",,008226,,,,
7788-1940,7788-1885,864,Defence Battery,7788,1885,1940,009236,04-Mar-20,26-Mar-20,"4,000.00",,009236,,,,
7788-1940,7788-1885,865,Defence Battery,7788,1885,1940,009223,03-Mar-20,26-Mar-20,"5,400.00",,009223,,,,
7241-4226,7241-,866,Eco Services,7241,,4226,1223,17-Dec-19,26-Mar-20,"43,450.00",Services,,,,,
7791-4227,7791-1887,867,Honda Khair ,7791,1887,4227,20/00624,13-Feb-20,26-Mar-20,"31,831.00",,20/00624,,,,
7791-4228,7791-1887,868,Honda Khair ,7791,1887,4228,20/00743,03-Mar-20,26-Mar-20,"13,117.00",,20/00743,,,,
7830-4229,7830-1886,869,Honda Khair ,7830,1886,4229,20/000710,28-Feb-20,26-Mar-20,"9,147.00",,20/000710,,,,
7829-4238,7829-2388,870,Health factory international,7829,2388,4238,9398,29-Feb-20,26-Mar-20,"29,359.00",,9398,,,,
7829-4238,7829-2388,871,Health factory international,7829,2388,4238,9400,29-Feb-20,26-Mar-20,"3,659.00",,9400,,,,
7829-4238,7829-2388,872,Health factory international,7829,2388,4238,9399,29-Feb-20,26-Mar-20,"14,813.00",,9399,,,,
7068-4237,7068-2387,873,Asad Water Supplier,7068,2387,4237,0,01-Dec-19,26-Mar-20,"176,175.00",,n/a,,,,
5398-4225,5398-,874,IZEE Tech Engineering,5398,,4225,099,13-Mar-20,30-Mar-20,"34,500.00",Services,,,,,
7752-4220,7752-2379,875,New Tech System,7752,2379,4220,NTS/480/20-BPPL,18-Mar-20,30-Mar-20,"33,930.00",,DC/NTS/BPPL/349/20,,,,
7253-4233,7253-,876,Ibrahim Chain Block ,7253,,4233,674,28-Dec-19,30-Mar-20,"14,000.00",Services,,,,,
7253-4233,7253-,877,Said Rehman,7253,,4233,0,28-Dec-19,30-Mar-20,"20,000.00",Services,,,,,
7744-4232,7744-,878,Ibrahim Chain Block ,7744,,4232,679,30-Jan-20,30-Mar-20,"28,000.00",Services,,,,,
7801-1943,7801-1888,879,Wadittar Engineering ,7801,1888,1943,2153,25-Mar-20,30-Mar-20,"45,000.00",,2170,,,,
7595-,7595-309,880,Metier Impressions,7595,309,,19200417,25-Mar-20,30-Mar-20,"190,612.00",,19200417,,,,
7484-,7484-5192,881,Metier Impressions,7484,5192,,19200421,25-Mar-20,30-Mar-20,"20,302.00",,19200421,,,,
7595-,7595-308,882,Metier Impressions,7595,308,,19200412,21-Mar-20,30-Mar-20,"215,130.00",,19200412,,,,
7689-,7689-5189,883,Metier Impressions,7689,5189,,19200418,25-Mar-20,30-Mar-20,"189,574.00",,19200418,,,,
7609-,7609-5191,884,Metier Impressions,7609,5191,,19200420,25-Mar-20,30-Mar-20,"293,661.00",,19200420,,,,
7446-,7446-5184,885,Metier Impressions,7446,5184,,19200413,21-Mar-20,30-Mar-20,"129,919.00",,19200413,,,,
5330-4767,5330-5182,886,Metier Plastic,5330,5182,4767,19200259,21-Mar-20,30-Mar-20,"179,712.00",,19200259,,,,
5330-4792,5330-5193,887,Metier Plastic,5330,5193,4792,19200263,26-Mar-20,30-Mar-20,"187,200.00",,19200263,,,,
5330-4788,5330-5187,888,Metier Plastic,5330,5187,4788,19200262,25-Mar-20,30-Mar-20,"174,985.00",,19200262,,,,
5330-4775,5330-5185,889,Metier Plastic,5330,5185,4775,19200260,24-Mar-20,30-Mar-20,"168,480.00",,19200260,,,,
7628-,7628-5186,890,Metier Plastic,7628,5186,,19200261,24-Mar-20,30-Mar-20,"106,470.00",,19200261,,,,
7556-,7556-5183,891,Metier Ampoule ,7556,5183,,19200103,21-Mar-20,30-Mar-20,"1,015,186.00",,19200103,,,,
7663-,7663-5188,892,Metier Ampoule ,7663,5188,,19200104,25-Mar-20,30-Mar-20,"368,661.00",,19200104,,,,
7769-,7769-5190,893,Metier Impressions,7769,5190,,19200419,25-Mar-20,30-Mar-20,"15,833.00",,19200419,,,,
7309-1945,7309-1890,894,Suzuki Defence Motors,7309,1890,1945,2000/00116,04-Jan-20,30-Mar-20,"1,898.00",2000/00116,,,,,
7309-1945,7309-1890,895,Suzuki Defence Motors,7309,1890,1945,1900/10884,30-Dec-19,30-Mar-20,105.00,1900/10884,,,,,
7309-1945,7309-1890,896,Suzuki Defence Motors,7309,1890,1945,1900/10809,28-Dec-19,30-Mar-20,"5,687.00",1900/10809,,,,,
7309-1945,7309-1890,897,Suzuki Defence Motors,7309,1890,1945,1900/10765,27-Dec-19,30-Mar-20,"17,404.00",1900/10765,,,,,
7309-1945,7309-1890,898,Suzuki Defence Motors,7309,1890,1945,1900/10766,27-Dec-19,30-Mar-20,936.00,1900/10766,,,,,
7309-1945,7309-1890,899,Suzuki Defence Motors,7309,1890,1945,1900/10506,18-Dec-19,30-Mar-20,39.00,1900/10506,,,,,
7309-1945,7309-1890,900,Suzuki Defence Motors,7309,1890,1945,1900/10922,31-Dec-19,30-Mar-20,"14,288.00",1900/10922,,,,,
7309-1946,7309-1891,901,Suzuki Defence Motors,7309,1891,1946,1900/10922,31-Dec-19,30-Mar-20,"14,288.00",1900/10922,,,,,
7309-1945,7309-1890,902,Suzuki Defence Motors,7309,1890,1945,2000/00060,02-Jan-20,30-Mar-20,"1,246.00",2000/00060,,,,,
5380-4240,5380-,903,Supernet,5380,,4240,2020/04/0147-001,01-Apr-20,31-Mar-20,"96,795.00",Services,,,,,
5380-4240,5380-,904,Supernet,5380,,4240,2020/04/0147-004,01-Apr-20,31-Mar-20,"48,397.50",Services,,,,,
5380-4240,5380-,905,Supernet,5380,,4240,2020/04/0147-003,01-Apr-20,31-Mar-20,"23,900.00",Services,,,,,
5380-4240,5380-,906,Supernet,5380,,4240,2020/04/0147-002,01-Apr-20,31-Mar-20,"45,410.00",Services,,,,,
6852-4241,6852-,907,Supernet,6852,,4241,2020/04/0147-005,01-Apr-20,31-Mar-20,"111,583.12",Services,,,,,
7008-4246,7008-2394,908,Kamtec International ,7008,2394,4246,10260,31-Mar-20,02-Apr-20,"40,000.00",,8384,,,,
5683-1933,5683-1879,909,Pakland International,5683,1879,1933,BRO20320-I,25-Mar-20,02-Apr-20,"245,700.00",,N/A,,,,
6469-4248,6469-,910,Techno Energy system,6469,,4248,0,01-Apr-20,02-Apr-20,"125,000.00",Services,,,,,
7205-4249,7205-,911,Techno Energy system,7205,,4249,0,01-Apr-20,02-Apr-20,"315,000.00",Services,,,,,
7519-1947,7519-1892,912,Wadittar Engineering ,7519,1892,1947,2155,01-Apr-20,02-Apr-20,"21,600.00",,2173,,,,
7646-,7646-5200,913,Super International ,7646,5200,,795/1920,04-Apr-20,02-Apr-20,"91,804.05",,R-795,,,,
7646-,7646-5201,914,Super International ,7646,5201,,795/1920,04-Apr-20,02-Apr-20,"91,804.05",,R-795,,,,
7595-4768,7595-5156,915,Metier Impressions,7595,5156,4768,19200399,16-Mar-20,03-Apr-20,"96,184.00",,19200399,,,,
7595-4769,7595-5157,916,Metier Impressions,7595,5157,4769,19200399,16-Mar-20,03-Apr-20,"96,184.00",,19200399,,,,
7689-4770,7689-5158,917,Metier Impressions,7689,5158,4770,19200400,16-Mar-20,03-Apr-20,"108,950.00",,19200400,,,,
7651-4773,7651-5163,918,Metier Impressions,7651,5163,4773,19200401,17-Mar-20,03-Apr-20,"92,228.00",,19200401,,,,
7595-4771,7595-5164,919,Metier Impressions,7595,5164,4771,19200403,18-Mar-20,03-Apr-20,"98,280.00",,19200403,,,,
7689-4784,7689-5170,920,Metier Impressions,7689,5170,4784,19200404,19-Mar-20,03-Apr-20,"202,648.00",,19200404,,,,
7595-4785,7595-5171,921,Metier Impressions,7595,5171,4785,19200405,19-Mar-20,03-Apr-20,"114,496.00",,19200405,,,,
5330-4748,5330-5160,922,Metier Plastic,5330,5160,4748,19200254,16-Mar-20,03-Apr-20,"235,872.00",,19200254,,,,
5330-4753,5330-5162,923,Metier Plastic,5330,5162,4753,19200256,17-Mar-20,03-Apr-20,"224,640.00",,19200256,,,,
5330-4764,5330-5169,924,Metier Plastic,5330,5169,4764,19200257,19-Mar-20,03-Apr-20,"119,808.00",,19200257,,,,
5330-4765,5330-5172,925,Metier Plastic,5330,5172,4765,19200258,19-Mar-20,03-Apr-20,"168,480.00",,19200258,,,,
5330-4793,5330-5194,926,Metier Plastic,5330,5194,4793,19200264,26-Mar-20,03-Apr-20,"149,760.00",,19200264,,,,
5330-4796,5330-5198,927,Metier Plastic,5330,5198,4796,19200266,28-Mar-20,03-Apr-20,"23,702.00",,19200266,,,,
5330-4800,5330-5202,928,Metier Plastic,5330,5202,4800,19200267,30-Mar-20,03-Apr-20,"187,200.00",,19200267,,,,
5330-4808,5330-5205,929,Metier Plastic,5330,5205,4808,19200268,31-Mar-20,03-Apr-20,"187,200.00",,19200268,,,,
7001-4776,7001-5174,930,Metier Impressions,7001,5174,4776,19200408,19-Mar-20,03-Apr-20,"53,069.00",,19200408,,,,
7454-441,7454-306,931,Metier Impressions,7454,306,441,19200406,19-Mar-20,03-Apr-20,"224,493.00",,19200406,,,,
7454-4798,7454-5173,932,Metier Impressions,7454,5173,4798,19200407,19-Mar-20,03-Apr-20,"19,223.00",,19200407,,,,
7484-,7484-5195,933,Metier Impressions,7484,5195,,19200423,26-Mar-20,03-Apr-20,"91,358.00",,19200423,,,,
7529-4805,7529-5179,934,Metier Impressions,7529,5179,4805,19200409,20-Mar-19,03-Apr-20,"71,443.00",,19200409,,,,
7556-4772,7556-5166,935,Metier Ampoule ,7556,5166,4772,19200101,18-Mar-20,03-Apr-20,"945,173.00",,19200101,,,,
7556-4801,7556-5167,936,Metier Ampoule ,7556,5167,4801,19200101,18-Mar-20,03-Apr-20,"945,173.00",,19200101,,,,
7556-4806,7556-5181,937,Metier Ampoule ,7556,5181,4806,19200102,20-Mar-20,03-Apr-20,"748,262.00",,19200102,,,,
7556-4789,7556-5180,938,Metier Ampoule ,7556,5180,4789,19200102,20-Mar-20,03-Apr-20,"748,262.00",,19200102,,,,
7560-,7560-5196,939,Metier Impressions,7560,5196,,19200424,27-Mar-20,03-Apr-20,"235,600.00",,19200424,,,,
7609-,7609-5199,940,Metier Impressions,7609,5199,,19200425,28-Mar-20,03-Apr-20,"170,719.00",,19200425,,,,
7628-,7628-5159,941,Metier Plastic,7628,5159,,19200255,16-Mar-20,03-Apr-20,"351,000.00",,19200255,,,,
7628-,7628-5197,942,Metier Plastic,7628,5197,,19200265,28-Mar-20,03-Apr-20,"95,414.00",,19200265,,,,
7628-,7628-5206,943,Metier Plastic,7628,5206,,19200269,31-Mar-20,03-Apr-20,"114,660.00",,19200269,,,,
7692-4797,7692-5165,944,Metier Ampoule ,7692,5165,4797,19200100,18-Mar-20,03-Apr-20,"493,180.00",,19200100,,,,
7734-4236,7734-2386,945,Superline Marketing ,7734,2386,4236,INV-2018-19/20,30-Mar-20,03-Apr-20,"30,136.86",,0325-06/DC-1922,,,,
6505-4234,6505-2384,946,Superline Marketing ,6505,2384,4234,INV-2019-19/20,30-Mar-20,03-Apr-20,"81,502.20",,0325-05/DC-1921,,,,
7340-4235,7340-2385,947,Superline Marketing ,7340,2385,4235,INV-2020-19/20,30-Mar-20,03-Apr-20,"235,029.60",,0325-07/DC-1863,,,,
7340-4222,7340-2381,948,Superline Marketing ,7340,2381,4222,INV-2020-19/20,30-Mar-20,03-Apr-20,"235,029.60",,0325-07/DC-1863,,,,
7340-4174,7340-2347,949,Superline Marketing ,7340,2347,4174,INV-1912-19/20,11-Mar-20,03-Apr-20,"19,585.80",,DC-1715,,,,
7527-4173,7527-2346,950,Zauq International,7527,2346,4173,20-187,24-Mar-20,03-Apr-20,"390,000.00",,DLN20031002,,,,
7809-1948,7809-1893,951,Zahir Engineering,7809,1893,1948,105/Brookes,02-Apr-20,03-Apr-20,"45,630.20",,2020/Brookes/105,,,,
7679-445,7679-305,952,Tanvir Packages,7679,305,445,1912,13-Mar-20,06-Apr-20,"77,074.00",,,,,,
5330-4825,5330-5225,953,Metier Plastic,5330,5225,4825,19200273,03-Apr-20,07-Apr-20,"187,200.00",,19200273,,,,
7628-,7628-5224,954,Metier Plastic,7628,5224,,19200274,03-Apr-20,07-Apr-20,"86,814.00",,19200274,,,,
5330-4826,5330-5236,955,Metier Plastic,5330,5236,4826,19200275,04-Apr-20,07-Apr-20,"187,200.00",,19200275,,,,
7628-,7628-5235,956,Metier Plastic,7628,5235,,19200276,04-Apr-20,07-Apr-20,"1,137,582.00",,19200276,,,,
7651-,7651-5223,957,Metier Impressions,7651,5223,,19200433,03-Apr-20,07-Apr-20,"49,002.00",,19200433,,,,
7595-,7595-5233,958,Metier Impressions,7595,5233,,19200434,03-Apr-20,07-Apr-20,"243,603.00",,19200434,,,,
7689-,7689-5226,959,Metier Impressions,7689,5226,,19200435,03-Apr-20,07-Apr-20,"150,352.00",,19200435,,,,
7673-,7673-5222,960,Metier Impressions,7673,5222,,19200440,03-Apr-20,07-Apr-20,"106,712.00",,19200440,,,,
7405-,7405-310,961,Metier Impressions,7405,310,,19200441,04-Apr-20,07-Apr-20,"279,768.00",,19200441,,,,
7595-,7595-311,962,Metier Impressions,7595,311,,19200442,04-Apr-20,07-Apr-20,"158,184.00",,19200442,,,,
7484-,7484-5237,963,Metier Impressions,7484,5237,,19200443,04-Apr-20,07-Apr-20,"91,358.00",,19200443,,,,
7595-,7595-5234,964,Metier Impressions,7595,5234,,19200445,04-Apr-20,07-Apr-20,"70,455.00",,19200445,,,,
7746-4273,7746-,965,A. G. Associates,7746,,4273,4008,06-Apr-20,07-Apr-20,"42,000.00",Services,,,,,
7747-4271,7747-,966,A. G. Associates,7747,,4271,4009,06-Apr-20,07-Apr-20,"51,000.00",Services,,,,,
7783-4272,7783-,967,A. G. Associates,7783,,4272,4007,06-Apr-20,07-Apr-20,"125,580.00",Services,,,,,
7520-1920,7520-1866,968,NASIR SIDDIQ BROTHERS,7520,1866,1920,186,20-Mar-20,07-Apr-20,"19,305.00",,234,,,,
7181-4161,7181-2343,969,Pakistan Oxygen ,7181,2343,4161,371590621,06-Mar-20,07-Apr-20,"23,727.60",,7327,,,,
7181-4263,7181-,970,Pakistan Oxygen ,7181,,4263,371590632,06-Mar-20,07-Apr-20,"1,001.00",Services,,,,,
7181-4204,7181-2368,971,Pakistan Oxygen ,7181,2368,4204,371590624,16-Mar-20,07-Apr-20,"35,591.40",,7457,,,,
7181-4264,7181-,972,Pakistan Oxygen ,7181,,4264,371590635,16-Mar-20,07-Apr-20,"1,501.50",Services,,,,,
7181-4244,7181-2392,973,Pakistan Oxygen ,7181,2392,4244,371590627,28-Mar-20,07-Apr-20,"35,591.40",,7601,,,,
7181-4265,7181-,974,Pakistan Oxygen ,7181,,4265,371590638,28-Mar-20,07-Apr-20,"1,501.50",Services,,,,,
7181-4141,7181-2337,975,Pakistan Oxygen ,7181,2337,4141,371590620,03-Mar-20,07-Apr-20,"44,647.20",,26053,,,,
7181-4262,7181-,976,Pakistan Oxygen ,7181,,4262,371590631,03-Mar-20,07-Apr-20,"1,836.45",Services,,,,,
7470-4188,7470-2357,977,Pakistan Oxygen ,7470,2357,4188,371590622,10-Mar-20,07-Apr-20,"67,579.20",,26101,,,,
7470-4266,7470-,978,Pakistan Oxygen ,7470,,4266,371590633,10-Mar-20,07-Apr-20,"2,779.70",Services,,,,,
7470-4231,7470-2383,979,Pakistan Oxygen ,7470,2383,4231,371590625,21-Mar-20,07-Apr-20,"70,200.00",,26154,,,,
7470-4267,7470-,980,Pakistan Oxygen ,7470,,4267,371590636,21-Mar-20,07-Apr-20,"2,887.50",Services,,,,,
7470-4239,7470-2389,981,Pakistan Oxygen ,7470,2389,4239,371590626,26-Mar-20,07-Apr-20,"63,835.20",,26161,,,,
7470-4268,7470-,982,Pakistan Oxygen ,7470,,4268,371590637,26-Mar-20,07-Apr-20,"2,625.70",Services,,,,,
7470-4208,7470-2369,983,Pakistan Oxygen ,7470,2369,4208,371590623,14-Mar-20,07-Apr-20,"73,195.20",,400011161,,,,
7470-4269,7470-,984,Pakistan Oxygen ,7470,,4269,371590637,14-Mar-20,07-Apr-20,"3,010.70",Services,,,,,
7676-4766,7676-5117,985,Maya Corporation,7676,5117,4766,6667,06-Mar-20,08-Apr-20,"175,500.00",,KHI F-3887,,,,
7124-,7124-5242,986,Metier Plastic,7124,5242,,19200278,06-Apr-20,08-Apr-20,"204,750.00",,19200278,,,,
7609-,7609-5214,987,Metier Impressions,7609,5214,,19200429,01-Apr-20,08-Apr-20,"329,349.00",,19200429,,,,
7609-,7609-5217,988,Metier Impressions,7609,5217,,19200430,02-Apr-20,08-Apr-20,"534,394.00",,19200430,,,,
7609-,7609-5218,989,Metier Impressions,7609,5218,,19200430,02-Apr-20,08-Apr-20,"534,394.00",,19200430,,,,
7673-,7673-5219,990,Metier Impressions,7673,5219,,19200431,02-Apr-20,08-Apr-20,"133,009.00",,19200431,,,,
7769-,7769-5240,991,Metier Impressions,7769,5240,,19200446,06-Apr-20,08-Apr-20,"123,384.00",,19200446,,,,
7797-,7797-2399,992,Metier Impressions,7797,2399,,19200447,06-Apr-20,08-Apr-20,"67,783.00",,19200447,,,,
5330-,5330-5220,993,Metier Plastic,5330,5220,,19200271,02-Apr-20,08-Apr-20,"203,346.00",,19200271,,,,
7628-,7628-5221,994,Metier Plastic,7628,5221,,19200272,02-Apr-20,08-Apr-20,"93,600.00",,19200272,,,,
5330-4811,5330-5215,995,Metier Plastic,5330,5215,4811,19200270,01-Apr-20,08-Apr-20,"187,200.00",,19200270,,,,
7443-4827,7443-5241,996,Metier Plastic,7443,5241,4827,19200277,06-Apr-20,08-Apr-20,"207,090.00",,19200277,,,,
5494-4279,5494-,997,Multinet,5494,,4279,670556,01-Apr-20,08-Apr-20,"37,642.50",Services,,,,,
5494-4275,5494-,998,Multinet,5494,,4275,670557,01-Apr-20,08-Apr-20,"7,910.00",Services,,,,,
5494-4276,5494-,999,Multinet,5494,,4276,670558,01-Apr-20,08-Apr-20,"1,695.00",Services,,,,,
5494-4278,5494-,1000,Multinet,5494,,4278,670587,01-Apr-20,08-Apr-20,"118,977.19",Services,,,,,
