,Sr,Item Code,Item Name,Supplier / Department,PO No.,DC Number,MRR No.,Shipment No.,Lot No.,Potency,Requested Date,Receiving Date,Quantity ,UOM,Sample Date,Release Status,Rel / Rej / Hold Date,Manufacturer
3508,2271,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15339,,5575,,,-,2022-10-12 00:00:00,2023-05-12 00:00:00,15,Litre,,,,
3509,2272,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15853,,5588,,,-,2022-12-29 00:00:00,2023-05-17 00:00:00,15,Litre,,,,
3510,2273,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15853,,5588,,,-,2022-12-29 00:00:00,2023-05-17 00:00:00,15,Litre,,,,
3511,2274,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,30,Litre,,,,
3512,2275,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,30,Litre,,,,
3513,2276,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,50,Litre,,,,
3514,2277,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,15,Litre,,,,
3515,2278,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,50,Litre,,,,
3516,2279,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,15,Litre,,,,
3517,2280,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,50,Litre,,,,
3518,2281,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,15,Litre,,,,
3519,2282,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,50,Litre,,,,
3520,2283,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,50,Litre,,,,
3521,2284,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,30,Litre,,,,
3522,2285,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,15,Litre,,,,
3523,2286,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,30,Litre,,,,
3524,2287,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16505,,5579,,,-,2023-04-06 00:00:00,2023-05-12 00:00:00,15,Litre,,,,
3525,2288,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,20,Litre,,,,
3526,2289,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,15,Litre,,,,
3527,2290,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,50,Litre,,,,
3528,2291,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,50,Litre,,,,
3529,2292,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,15,Litre,,,,
3530,2293,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,70,Litre,,,,
3531,2294,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,10,Litre,,,,
3532,2295,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,15,Litre,,,,
3533,2296,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,50,Litre,,,,
3534,2297,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,20,Litre,,,,
3535,2298,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,15,Litre,,,,
3536,2299,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,15,Litre,,,,
3537,2300,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,50,Litre,,,,
3538,2301,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,20,Litre,,,,
3539,2302,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15975,,5523,,,-,2023-01-16 00:00:00,2023-04-03 00:00:00,15,Litre,,,,
3540,2303,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15975,,5523,,,-,2023-01-16 00:00:00,2023-04-03 00:00:00,15,Litre,,,,
3541,2304,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15975,,5523,,,-,2023-01-16 00:00:00,2023-04-03 00:00:00,15,Litre,,,,
3542,2305,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16101,,5543,,,-,2023-02-06 00:00:00,2023-04-10 00:00:00,15,Litre,,,,
3543,2306,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16101,,5543,,,-,2023-02-06 00:00:00,2023-04-10 00:00:00,15,Litre,,,,
3544,2307,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16101,,5543,,,-,2023-02-06 00:00:00,2023-04-10 00:00:00,15,Litre,,,,
3545,2308,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16101,,5543,,,-,2023-02-06 00:00:00,2023-04-10 00:00:00,15,Litre,,,,
3546,2309,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16101,,5543,,,-,2023-02-06 00:00:00,2023-04-10 00:00:00,15,Litre,,,,
3547,2310,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16101,,5543,,,-,2023-02-06 00:00:00,2023-04-10 00:00:00,15,Litre,,,,
3548,2311,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16464,,5547,,,-,2023-03-27 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3549,2312,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16464,,5547,,,-,2023-03-27 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3550,2313,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16464,,5547,,,-,2023-03-27 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3551,2314,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16464,,5547,,,-,2023-03-27 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3552,2315,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16464,,5547,,,-,2023-03-27 00:00:00,2023-04-11 00:00:00,70,Litre,,,,
3553,2316,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15975,,5523,,,-,2023-01-18 00:00:00,2023-04-03 00:00:00,15,Litre,,,,
3554,2317,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15975,,5523,,,-,2023-01-16 00:00:00,2023-04-03 00:00:00,15,Litre,,,,
3555,2318,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15975,,5523,,,-,2023-01-18 00:00:00,2023-04-03 00:00:00,15,Litre,,,,
3556,2319,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16382,,5545,,,-,2023-03-20 00:00:00,2023-04-11 00:00:00,60,Litre,,,,
3557,2320,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16382,,5545,,,-,2023-03-20 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3558,2321,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16382,,5545,,,-,2023-03-20 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3559,2322,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16382,,5545,,,-,2023-03-20 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3560,2323,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16382,,5545,,,-,2023-03-20 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3561,2324,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16382,,5545,,,-,2023-03-20 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3562,2325,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16382,,5545,,,-,2023-03-20 00:00:00,2023-04-11 00:00:00,15,Litre,,,,
3563,2326,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16383,,5499,,,-,2023-03-20 00:00:00,2023-03-21 00:00:00,15,Litre,,,,
3564,2327,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16383,,5499,,,-,2023-03-20 00:00:00,2023-03-21 00:00:00,65,Litre,,,,
3565,2328,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16383,,5499,,,-,2023-03-20 00:00:00,2023-03-21 00:00:00,15,Litre,,,,
3566,2329,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16383,,5499,,,-,2023-03-20 00:00:00,2023-03-21 00:00:00,15,Litre,,,,
3567,2330,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16383,,5499,,,-,2023-03-20 00:00:00,2023-03-21 00:00:00,65,Litre,,,,
3568,2331,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16383,,5499,,,-,2023-03-20 00:00:00,2023-03-21 00:00:00,15,Litre,,,,
3569,2332,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16383,,5499,,,-,2023-03-20 00:00:00,2023-03-21 00:00:00,15,Litre,,,,
3570,2333,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16203,,5440,,,-,2023-02-21 00:00:00,2023-02-22 00:00:00,15,Litre,,,,
3571,2334,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16203,,5440,,,-,2023-02-21 00:00:00,2023-02-22 00:00:00,15,Litre,,,,
3572,2335,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16203,,5440,,,-,2023-02-21 00:00:00,2023-02-22 00:00:00,15,Litre,,,,
3573,2336,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16203,,5440,,,-,2023-02-21 00:00:00,2023-02-22 00:00:00,15,Litre,,,,
3574,2337,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16203,,5440,,,-,2023-02-21 00:00:00,2023-02-22 00:00:00,15,Litre,,,,
3575,2338,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16204,,5441,,,-,2023-02-20 00:00:00,2023-02-22 00:00:00,15,Litre,,,,
3576,2339,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15994,,5435,,,-,2023-01-23 00:00:00,2023-02-20 00:00:00,15,Litre,,,,
3577,2340,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15994,,5435,,,-,2023-01-25 00:00:00,2023-02-20 00:00:00,15,Litre,,,,
3578,2341,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15994,,5435,,,-,2023-01-25 00:00:00,2023-02-20 00:00:00,15,Litre,,,,
3579,2342,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16204,,5441,,,-,2023-02-20 00:00:00,2023-02-22 00:00:00,15,Litre,,,,
3580,2343,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16204,,5441,,,-,2023-02-20 00:00:00,2023-02-22 00:00:00,15,Litre,,,,
3581,2344,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15994,,5435,,,-,2023-01-25 00:00:00,2023-02-20 00:00:00,15,Litre,,,,
3582,2345,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15994,,5435,,,-,2023-01-23 00:00:00,2023-02-20 00:00:00,15,Litre,,,,
3583,2346,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16078,,5401,,,-,2023-02-01 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3584,2347,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16078,,5401,,,-,2023-02-02 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3585,2348,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16078,,5401,,,-,2023-02-01 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3586,2349,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16078,,5401,,,-,2023-02-01 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3587,2350,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16078,,5401,,,-,2023-02-01 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3588,2351,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16077,,5400,,,-,2023-02-03 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3589,2352,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16077,,5400,,,-,2023-02-03 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3590,2353,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16077,,5400,,,-,2023-02-03 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3591,2354,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,16077,,5400,,,-,2023-02-03 00:00:00,2023-02-04 00:00:00,15,Litre,,,,
3592,2355,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15728,,5367,,,-,2022-12-02 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3593,2356,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15729,,5368,,,-,2022-12-12 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3594,2357,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15729,,5368,,,-,2022-12-12 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3595,2358,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15729,,5368,,,-,2022-12-12 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3596,2359,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15729,,5368,,,-,2022-12-12 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3597,2360,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15729,,5368,,,-,2022-12-12 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3598,2361,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15728,,5367,,,-,2022-12-02 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3599,2362,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15728,,5367,,,-,2022-12-02 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3600,2363,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15728,,5367,,,-,2022-12-02 00:00:00,2023-01-23 00:00:00,15,Litre,,,,
3601,2364,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15927,,5338,,,-,2023-01-11 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3602,2365,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15647,,5340,,,-,2022-11-28 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3603,2366,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15647,,5340,,,-,2022-11-28 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3604,2367,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15647,,5340,,,-,2022-11-28 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3605,2368,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15647,,5340,,,-,2022-11-28 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3606,2369,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15647,,5340,,,-,2022-11-28 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3607,2370,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15905,,5330,,,-,2022-12-29 00:00:00,2023-01-18 00:00:00,15,Litre,,,,
3608,2371,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15905,,5330,,,-,2022-12-29 00:00:00,2023-01-18 00:00:00,15,Litre,,,,
3609,2372,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15905,,5330,,,-,2022-12-29 00:00:00,2023-01-18 00:00:00,15,Litre,,,,
3610,2373,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15533,,5326,,,-,2022-11-08 00:00:00,2023-01-17 00:00:00,15,Litre,,,,
3611,2374,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15533,,5326,,,-,2022-11-08 00:00:00,2023-01-17 00:00:00,15,Litre,,,,
3612,2375,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15533,,5326,,,-,2022-11-08 00:00:00,2023-01-17 00:00:00,15,Litre,,,,
3613,2376,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15533,,5326,,,-,2022-11-08 00:00:00,2023-01-17 00:00:00,15,Litre,,,,
3614,2377,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15533,,5326,,,-,2022-11-08 00:00:00,2023-01-17 00:00:00,15,Litre,,,,
3615,2378,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15533,,5326,,,-,2022-11-08 00:00:00,2023-01-17 00:00:00,15,Litre,,,,
3616,2379,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15927,,5338,,,-,2023-01-05 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3617,2380,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15927,,5338,,,-,2023-01-11 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3618,2381,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15927,,5338,,,-,2023-01-11 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3619,2382,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15927,,5338,,,-,2023-01-11 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3620,2383,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15927,,5338,,,-,2023-01-11 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3621,2384,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15927,,5338,,,-,2023-01-11 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3622,2385,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15927,,5338,,,-,2023-01-05 00:00:00,2023-01-19 00:00:00,15,Litre,,,,
3623,2386,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15794,,5329,,,-,2022-12-15 00:00:00,2023-01-18 00:00:00,15,Litre,,,,
3624,2387,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15794,,5329,,,-,2022-12-15 00:00:00,2023-01-18 00:00:00,15,Litre,,,,
3625,2388,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15535,,5328,,,-,2022-11-01 00:00:00,2023-01-18 00:00:00,15,Litre,,,,
3626,2389,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15535,,5328,,,-,2022-11-01 00:00:00,2023-01-18 00:00:00,15,Litre,,,,
3627,2390,6351-00001-0000,MILK FRESH,Muhammad Afzal-1,15535,,5328,,,-,2022-11-01 00:00:00,2023-01-18 00:00:00,15,Litre,,,,
3628,2391,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,18100,,6096,,,-,2023-12-19 00:00:00,2023-12-22 00:00:00,0.2,Kilogram,,,,
3629,2392,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,17936,,6062,,,-,2023-12-07 00:00:00,2023-12-08 00:00:00,0.2,Kilogram,,,,
3630,2393,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,17788,,6015,,,-,2023-11-21 00:00:00,2023-11-27 00:00:00,0.4,Kilogram,,,,
3631,2394,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,17709,,5969,,,-,2023-11-03 00:00:00,2023-11-02 00:00:00,0.2,Kilogram,,,,
3632,2395,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,17618,,5943,,,-,2023-10-17 00:00:00,2023-10-25 00:00:00,0.2,Kilogram,,,,
3633,2396,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,17269,,5799,,,-,2023-08-24 00:00:00,2023-08-30 00:00:00,0.2,Kilogram,,,,
3634,2397,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,17232,,5789,,,-,2023-08-22 00:00:00,2023-08-23 00:00:00,0.2,Kilogram,,,,
3635,2398,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,17139,,5767,,,-,2023-08-08 00:00:00,2023-08-10 00:00:00,0.25,Kilogram,,,,
3636,2399,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,17032,,5739,,,-,2023-07-20 00:00:00,2023-07-26 00:00:00,0.5,Kilogram,,,,
3637,2400,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,16992,,5722,,,-,2023-07-13 00:00:00,2023-07-17 00:00:00,0.125,Kilogram,,,,
3638,2401,6351-00576-0000,ELAICHI BIG (CARDAMOM),MUHAMMAD AFZAL -CASH PURCHASES,16697,,5625,,,-,2023-05-12 00:00:00,2023-06-01 00:00:00,0.2,Kilogram,,,,
3639,2402,6351-00576-0000,ELAICHI BIG (CARDAMOM),Muhammad Afzal-1,16507,,5585,,,-,2023-03-27 00:00:00,2023-05-16 00:00:00,250,Grams,,,,
3640,2403,6351-00576-0000,ELAICHI BIG (CARDAMOM),Muhammad Afzal-1,16101,,5543,,,-,2023-02-06 00:00:00,2023-04-10 00:00:00,0.4,Kilogram,,,,
3641,2404,6351-00576-0000,ELAICHI BIG (CARDAMOM),Muhammad Afzal-1,16464,,5547,,,-,2023-03-27 00:00:00,2023-04-11 00:00:00,0.2,Kilogram,,,,
3642,2405,6351-00090-0000,SWEETENER CANDEREL,MUHAMMAD AFZAL -CASH PURCHASES,17980,,6078,,,-,2023-12-08 00:00:00,2023-12-16 00:00:00,1,Packs,,,,
3643,2406,6351-00090-0000,SWEETENER CANDEREL,MUHAMMAD AFZAL -CASH PURCHASES,17936,,6062,,,-,2023-12-07 00:00:00,2023-12-08 00:00:00,1,Packs,,,,
3644,2407,6351-00090-0000,SWEETENER CANDEREL,MUHAMMAD AFZAL -CASH PURCHASES,17232,,5789,,,-,2023-08-24 00:00:00,2023-08-23 00:00:00,1,Packs,,,,
3645,2408,6351-00090-0000,SWEETENER CANDEREL,MUHAMMAD AFZAL -CASH PURCHASES,17032,,5739,,,-,2023-07-20 00:00:00,2023-07-26 00:00:00,1,Packs,,,,
3646,2409,6351-00090-0000,SWEETENER CANDEREL,MUHAMMAD AFZAL -CASH PURCHASES,16995,,5725,,,-,2023-07-11 00:00:00,2023-07-18 00:00:00,1,Packs,,,,
3647,2410,6351-00090-0000,SWEETENER CANDEREL,MUHAMMAD AFZAL -CASH PURCHASES,16755,,5628,,,-,2023-05-22 00:00:00,2023-06-02 00:00:00,1,Packs,,,,
3648,2411,6351-00090-0000,SWEETENER CANDEREL,MUHAMMAD AFZAL -CASH PURCHASES,16697,,5625,,,-,2023-05-12 00:00:00,2023-06-01 00:00:00,1,Packs,,,,
3649,2412,6351-00090-0000,SWEETENER CANDEREL,Muhammad Afzal-1,15339,,5575,,,-,2022-10-12 00:00:00,2023-05-12 00:00:00,1,Packs,,,,
3650,2413,6351-00090-0000,SWEETENER CANDEREL,Muhammad Afzal-1,15794,,5329,,,-,2022-12-15 00:00:00,2023-01-18 00:00:00,1,Packs,,,,
3651,2414,6351-00772-0000,MILK POWDER (FULL CREAM),MUHAMMAD AFZAL -CASH PURCHASES,16992,,5722,,,-,2023-07-14 00:00:00,2023-07-17 00:00:00,6,Kilogram,,,,
3652,2415,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,18156,,6116,,,-,2023-12-31 00:00:00,2024-01-01 00:00:00,5,Kilogram,,,,
3653,2416,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,18100,,6096,,,-,2023-12-19 00:00:00,2023-12-22 00:00:00,26,Kilogram,,,,
3654,2417,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,18035,,6082,,,-,2023-12-18 00:00:00,2023-12-18 00:00:00,10,Kilogram,,,,
3655,2418,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17980,,6078,,,-,2023-12-08 00:00:00,2023-12-16 00:00:00,5,Kilogram,,,,
3656,2419,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17330,,6072,,,-,2023-09-04 00:00:00,2023-12-14 00:00:00,5,Kilogram,,,,
3657,2420,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17924,,6061,,,-,2023-11-30 00:00:00,2023-12-08 00:00:00,5,Kilogram,,,,
3658,2421,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17979,,6067,,,-,2023-12-11 00:00:00,2023-12-09 00:00:00,5,Kilogram,,,,
3659,2422,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17979,,6067,,,-,2023-12-11 00:00:00,2023-12-09 00:00:00,5,Kilogram,,,,
3660,2423,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17788,,6015,,,-,2023-11-21 00:00:00,2023-11-27 00:00:00,5,Kilogram,,,,
3661,2424,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17709,,5969,,,-,2023-11-07 00:00:00,2023-11-02 00:00:00,7,Kilogram,,,,
3662,2425,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17709,,5969,,,-,2023-11-02 00:00:00,2023-11-02 00:00:00,5,Kilogram,,,,
3663,2426,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17731,,5983,,,-,2023-11-09 00:00:00,2023-11-10 00:00:00,5,Kilogram,,,,
3664,2427,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17731,,5983,,,-,2023-11-09 00:00:00,2023-11-10 00:00:00,3,Kilogram,,,,
3665,2428,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17709,,5969,,,-,2023-11-07 00:00:00,2023-11-02 00:00:00,10,Kilogram,,,,
3666,2429,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17543,,5902,,,-,2023-10-09 00:00:00,2023-10-12 00:00:00,5,Kilogram,,,,
3667,2430,6351-00124-0000,DAAL MASOOR,MUHAMMAD AFZAL -CASH PURCHASES,17543,,5902,,,-,2023-10-09 00:00:00,2023-10-12 00:00:00,5,Kilogram,,,,
