Req. Status,Fusion PR. No,PO. No,PR. Line No,Department,PR No,PR Date,Item Code,Item Name,UOM,Qty,Delivery Date,Buyer,Description
APPROVED,886,,1,Engineering (Common),253,31/05/18,5231-00160-0000,FEEDING BELT,NOS,2,7/6/2018,,SERVO DRIVE LXM23DUO2M3X BRAND: SCHNIDER ELECTRIC 
APPROVED,681,,1,,165,24/05/18,5231-00160-0000,FEEDING BELT,NOS,2,30/05/18,,Required for Sterile Department
APPROVED,11579,,5,Engineering (Common),3588,19/10/19,5232-00064-0000,SPRING VALVE FOR DONKY PUMP,NOS,2,2/9/2019,,REQUIRED FOR REPAIRING OF DIESEL TRANSFER PUMP.
APPROVED,,,12,,7032,5/12/2023,5234-00120-0000,DISPENSING PLASTIC PUMP LARGE,NOS,16,5/12/2023,Abuzar Hasani,
APPROVED,,,22,,7032,5/12/2023,5234-00025-0000,GREASE,NOS,9,5/12/2023,Abuzar Hasani,
APPROVED,8954,,1,Electrical,2415,15/04/19,5234-00056-0000,RADIATOR CAP,NOS,1,19/04/19,,REQUIRED FOR GENERATOR 110 KVA.
APPROVED,6266,,2,Civil,1629,15/11/18,5234-00130-0000,FRAME PATTI ALUMINIUM,RFT,27,20/11/18,,REQUIRED FOR REPAIR & MAINTENANCE WORK IN DIFFERENT AREAS
APPROVED,436,,1,,154,24/05/18,5234-00131-0000,"FRAME PATTI WOODEN SIZE: 2"" X 1""",RFT,98,15/05/18,,"Pre-Sudan/FID Audit work done at Receiving bay (Main Warehouse), Inside production area (Sterile)"
APPROVED,3324,,1,Admin Common,1255,5/10/2018,5234-00157-0000,PULLY,NOS,1,5/10/2018,,ARRANGED AUTO PARTS FOR VEHICLE  LEB-500 MR.HASEEB KHAN SAHAB.(81139KM)
APPROVED,7444,,3,Admin Common,1980,27/12/18,5234-00216-0000,SILICON TUBE HEAT PROOF,NOS,1,3/1/2019,,Arranged Auto Parts for Vehicle Suzuki Mehran AXE-439 Mr. Bilal Ahmed (96500km).
APPROVED,29496,,1,Packaging (Common),6958,28/11/23,5234-00220-0000,"CHAIN PLATE REAR, SMALL THREADED MODEL: SW0830016AZ",NOS,50,23/11/23,,REQUIRED FOR CP-120 CARTONING MACHINE.
APPROVED,7945,,24,Directors,2194,18/03/19,5234-00239-0000,"WHEEL CASTER SIZE: 4""",NOS,1,5/2/2019,,REQUIRED FOR 35/HAlready Purchased
APPROVED,4560,,1,Electrical,1061,14/09/18,5234-00317-0000,IMPELLER,NOS,1,20/09/18,,IMPELLER BALANCING OF IMPELLER & BEARING CHANGE & WITH CROSS CHECK OF SHAFTFOR GROUND FLOOR DHS BLOWER. 
APPROVED,1601,,5,Admin Common,464,27/06/18,5234-00382-0000,BUSHING STABILIZER BAR,NOS,4,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXE-715 (MR. REHAN ISLAM)
APPROVED,1598,,2,Admin Common,462,27/06/18,5234-00382-0000,BUSHING STABILIZER BAR,NOS,4,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXE-409
APPROVED,6118,,1,Cephalosporin Sterile Manufacturing,1558,9/11/2018,5234-00295-0000,"NEEDLES FOR ACL WASHING MACHINE DIA: 2.5MM, LENGTH: 160MM, THREADSIZE : 8MM MATERIAL S.STEEL 316L",NOS,7,15/11/18,,REQUIRED FOR ACL WASHING MACHINE 
APPROVED,1329,,1,Sterile (Common),391,20/06/18,5301-00013-0000,COMPRESSOR CHILLER 50 HP ( RECONDITIONED ),NOS,1,27/06/18,,Required for Chiller of Sterile Area
APPROVED,6404,,3,Directors,1674,21/11/18,5303-00001-0000,GAS REFRIGERANT R-22,NOS,3,27/11/18,,REQUIRED FOR 35/H
APPROVED,6934,,3,Non Sterile - Solid (Common),1835,11/12/2018,5304-00007-0000,"INSULATION THERMOPORE 1"" THICK",SFT,"1,000.00",18/12/18,,REQUIRED FOR HVAC WORKS FOR NEW ENCAPSULATION AREA
APPROVED,29278,,5,Utilities,6914,28/11/23,5351-00004-0000,TORCH GAS WELDING,NOS,2,6/11/2023,,URGENTLY REQUIRED FOR HVAC USE. UTILITIES DEPARTMENT
APPROVED,8306,,1,Mechanical,2226,18/03/19,5352-00001-0000,BABY GRINDER ELECTRIC,NOS,2,4/3/2019,,REQUIRED FOR WORKSHOP- ENGINEERING DEPARTMENT
APPROVED,11536,,4,Non Sterile - Semi Solid & Liquid (Common),3496,10/10/2019,5405-00026-0000,"PIPE S.S SIZE: 1"" SCHEDULE 40",RFT,40,29/08/19,,required for minoxin area.
APPROVED,1598,,1,Admin Common,462,27/06/18,5403-00012-0000,BUSH SPRING SHACKLE,NOS,8,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXE-409
APPROVED,3766,,3,Utilities,854,15/08/18,5403-00037-0000,"BUSH SIZE: 1-1/2"" X 1"" HEAT PROOF",NOS,4,20/08/18,,URGENTLY REQUIRED FOR TAP WATER LINE OF COOLING TOWER.
APPROVED,7910,,5,Admin Common,2196,18/03/19,5403-00041-0000,"BUSH BRASS SIZE: 3/4"" X 1/2""",NOS,4,31/01/19,,REQUIRED FOR HVAC & ELECTRICAL DEPARTMENT.
APPROVED,3766,,5,Utilities,854,15/08/18,5404-00042-0000,"ELBOW SIZE: 1-1/2"" HEAT PROOF",NOS,12,20/08/18,,URGENTLY REQUIRED FOR TAP WATER LINE OF COOLING TOWER.
APPROVED,7759,,1,Directors,2111,17/01/19,5405-00019-0000,"PIPE NYLON SIZE:1""",RFT,330,21/01/19,,PIPE NYLON SIZE:1''
APPROVED,11514,,1,Utilities,3435,5/10/2019,5405-00054-0000,PIPE HOSE FOR ATLAS COPCO AIR COMPRESSOR,NOS,1,28/08/19,,REQUIRED FOR ATLAS COPCO AIR COMPRESSOR
APPROVED,,,32,,7032,5/12/2023,5413-00002-0000,"MUSLIM SHOWER 1/2""",NOS,5,5/12/2023,Abuzar Hasani,
APPROVED,,,24,,7032,5/12/2023,5413-00015-0000,"HEAD FOR BIB COCK (CRYSTAL), MAKE: MASTER",NOS,4,5/12/2023,Abuzar Hasani,
APPROVED,1595,,5,Admin Common,460,27/06/18,6205-00014-0000,CLUTCH PLATE SET,NOS,1,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXF-208 (MS. NABILA FATIMA)
APPROVED,29242,,1,Admin Common,6933,28/11/23,6151-00023-0000,AIR FRESHENER (REFIL SPRAY),NOS,24,31/10/23,,REQUIRED AIR FRESHENER FOR BROOKES PHARMA HEAD OFFICE . 
APPROVED,5442,,73,Canteen,1361,16/10/18,6151-00030-0000,TISSUE PAPER BOX,NOS,12,22/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,3957,,1,Admin Common,910,29/08/18,6151-00033-0000,FLOOR WASH TEPOL,LTR,600,4/9/2018,,REQUIRED HAND WASH/FLOOR WASH TEPOL FOR THE MONTH OF SEPTEMBER 2018.
APPROVED,10720,,1,Admin Common,2966,18/07/19,6153-00006-0000,DANGRI BROWN COLOUR (MALE),NOS,69,22/07/19,,Required uniforms for all departments for the period of 2019-2020.
APPROVED,10720,,23,Admin Common,2966,18/07/19,6153-00008-0000,"TROUSER & SHIRT WITH CAP, COLOR GREY",NOS,18,22/07/19,,Required uniforms for all departments for the period of 2019-2020.
APPROVED,10720,,2,Admin Common,2966,18/07/19,6153-00013-0000,DANGRI FOR WORKER,NOS,30,22/07/19,,Required uniforms for all departments for the period of 2019-2020.
APPROVED,10720,,16,Admin Common,2966,18/07/19,6153-00014-0000,TROUSER & SHIRT WITH CAP (GMP),SET,9,22/07/19,,Required uniforms for all departments for the period of 2019-2020.
APPROVED,,,6,,7072,2/1/2024,6153-00020-0000,CANVAS SHOES GENTS,PRS,30,9/1/2024,Abuzar Hasani,Required shoes for the period Jan-Jun 2024
APPROVED,,,35,,6046,1/12/2022,6202-00006-0000,OIL FILTER TOYOTA,NOS,7,1/12/2022,,
APPROVED,6710,,1,Admin Common,1750,3/12/2018,6202-00009-0000,AIR FILTER SUZUKI CULTUS,NOS,1,10/12/2018,,ARRANGED SERVICE WORK OF VEHICLE SUZUKI CULTUS BMP-894  Mr. HASEEB UR REHMAN (8193 KM).
APPROVED,179,,18,,105,24/05/18,6202-00014-0000,FUEL FILTER,NOS,1,15/05/18,,Arranged Parts of Toyota Altis for Brookes Fleet  
APPROVED,24754,,1,,5847,1/6/2022,6202-00017-0000,AIR FILTER (FOR SUZUKI MEHRAN 800CC),NOS,6,1/6/2022,,
APPROVED,7687,,1,Admin Common,2080,11/1/2019,6204-00001-0000,TYRE RADIAL,NOS,1,17/01/19,,Arranged tyre for admin pool  truck JZ-3910 (15600km).
APPROVED,74,,5,,184,24/05/18,6204-00001-0000,TYRE RADIAL,NOS,4,24/04/18,,Replacement of Tyres in Brookes Fleet 
APPROVED,7353,,1,Civil,1958,26/12/18,6254-00027-0000,NEEL ROBIN BLUE LARGE,NOS,6,27/12/18,,REQUIRED FOR PAINT WORK
APPROVED,7509,,5,Admin Common,2003,2/1/2019,6205-00022-0000,LAMP ASSY REAR COMB,NOS,2,8/1/2019,,"ARRANGED AUTO PARTS FOR VEHICLE SUZUKI MEHRAN AXF-205 Mr. AFZAL IMAM (129,000KM)."
APPROVED,1858,,1,Admin Common,538,10/7/2018,6205-00029-0000,FRONT BUMPER L/S SPACER,NOS,1,17/07/18,,Insurance Claim of Vehicle (BLA-719)Mr.Yasin Associate Manager Production(7104 KM)
APPROVED,6707,,1,Admin Common,1751,3/12/2018,6205-00042-0000,BUMPER REAR,NOS,1,10/12/2018,,INSURANCE CLAIM OF VEHICLE SUZUKI MEHRAN BLA-719 Mr. YASIN KHAN (12248KM).
APPROVED,6172,,2,Admin Common,1581,9/11/2018,6205-00042-0000,BUMPER REAR,NOS,1,16/11/18,,INSURANCE CLAIM OF VEHICLE SUZUKI MEHRAN AXE-715 MS KANWAL (84241KM).
APPROVED,6253,,9,Admin Common,1754,3/12/2018,6205-00052-0000,HOSE RADIATOR OUT LET,NOS,1,3/12/2018,,ARRANGED AUTO PARTS FOR VEHICLE  SUZUKI MEHRAN AXE-459 MS TANVEER ASRAR (86882KM).
APPROVED,5620,,6,Admin Common,1484,30/10/18,6205-00053-0000,HOSE RADIATOR IN LET,NOS,1,2/11/2018,,"ARRANGED AUTO PARTS FOR VEHICLE  SUZUKI MEHRAN AXF-205 MR.AFZAL IMAM (128,368KM)."
APPROVED,7508,,1,Admin Common,2007,2/1/2019,6205-00059-0000,CARBURETOR CLEANER AEROSOL CAN 650ml,NOS,1,8/1/2019,,"ARRANGED AUTO PARTS FOR ADMIN POOL VEHICLE SUZUKI HI ROOF CW-1068 (130,000KM)."
APPROVED,1601,,6,Admin Common,464,27/06/18,6205-00059-0000,CARBURETOR CLEANER AEROSOL CAN 650ml,NOS,1,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXE-715 (MR. REHAN ISLAM)
APPROVED,5510,,5,Admin Common,1433,25/10/18,6205-00067-0000,SHOW GRILL FRONT,NOS,1,24/10/18,,INSURANCE CLAIM OF VEHICLE SUZUKI MEHRAN AXE-439 MR. BILAL AHMED (95300KM).
APPROVED,6253,,7,Admin Common,1754,3/12/2018,6205-00070-0000,CLUTCH WIRE FOR VEHICLE,NOS,1,3/12/2018,,ARRANGED AUTO PARTS FOR VEHICLE  SUZUKI MEHRAN AXE-459 MS TANVEER ASRAR (86882KM).
APPROVED,6716,,1,Admin Common,1757,4/12/2018,6205-00070-0000,CLUTCH WIRE FOR VEHICLE,NOS,1,10/12/2018,,ARRANGED AUTO PARTS FOR VEHICLE SUZUKI MEHRAN AXE-715 ADMIN POOL (86500KM).
APPROVED,5734,,1,Mechanical,1449,26/10/18,6254-00015-0000,GAS ACETYLENE CYLINDER (BIG),NOS,2,1/11/2018,,REQUIRED FOR MECHANICAL DEPARTMENT- ENGINEERING DEPARTMENT
APPROVED,6110,,8,Civil,1605,14/11/18,6255-00036-0000,PAINT MATT FINISH OFF WHITE,NOS,24,15/11/18,,REQUIRED PAINT FOR PRODUCTION AREAS
APPROVED,5414,,1,Water Treatment Plant,1353,16/10/18,6256-00001-0000,"MEMBRANE MODEL: CPA-3, BRAND: HYDRANAUTICS (USA)",NOS,6,22/10/18,,REQUIRED FOR R.O SYSTEM OF WATER TREATMENT PLANT.
APPROVED,26398,,7,,6020,2/11/2022,6254-00122-0000,BOX THERMOPORE SIZE: 500 x 375 x 205mm,NOS,502,2/11/2022,,
APPROVED,3358,,1,Directors,729,1/8/2018,6255-00014-0000,BHALOO SAND,NOS,2,7/8/2018,,FOR 35-H
APPROVED,29273,,2,Admin Common,6978,28/11/23,6255-00024-0000,OIL PAINT WHITE,NOS,3,3/11/2023,,ARRANGED PAINT FOR BROOKES.
APPROVED,6300,,1,Civil,1633,15/11/18,6254-00056-0000,"PVC CURTAIN 8"" WIDTH 2MM THICK WITH S.S PLATE TRACK HEIGHT : 2-1/2""",SFT,140,21/11/18,,PARTITION ALMUNIUIM FOR OLD COATING AND PVC CURTAIN WAREHOUSE-DISPENCING PLOT-58 PRODUCTION AREA
APPROVED,8014,,2,Admin Common,2624,21/05/19,6254-00063-0000,PETROL,LTR,52,12/3/2019,,ARRANGED PETROL FOR kHAN SAHEB VEHICLE REG # LEB-500. DATED 02-02-2019. SLIP # 37454
APPROVED,28578,,4,Engineering (Common),6666,7/9/2023,6254-00065-0000,DIESEL,LTR,"10,000.00",9/6/2023,,"REQUIRED AIR CONDITIONS FOR HEAD OFFICE , QA PRODUCTION OFFICE & BMS ROOM"
APPROVED,28578,,3,Engineering (Common),6666,7/9/2023,6254-00065-0000,DIESEL,LTR,"5,000.00",9/6/2023,,"REQUIRED AIR CONDITIONS FOR HEAD OFFICE , QA PRODUCTION OFFICE & BMS ROOM"
APPROVED,6241,,1,Admin Common,1608,15/11/18,6254-00065-0000,DIESEL,LTR,"5,000.00",20/11/18,,ARRANGED DIESEL AT BROOKS FOR GENERATORS.Invoice # 1091DC # 015772
APPROVED,5613,,1,Admin Common,1427,25/10/18,6254-00065-0000,DIESEL,LTR,"5,000.00",29/10/18,,ARRANGED DIESEL FOR BROOKES GENERATOR.Invoice # 1089DC # 020750
APPROVED,5174,,1,Packaging (Common),1410,22/10/18,6254-00066-0000,"TAPE CLOTH MEDICATED SIZE: 3"" BRAND: PARAGON",NOS,10,12/10/2018,,TAPE CLOTH MEDICATED SIZE: 3'' BRAND: PARAGON
APPROVED,29197,,1,Admin Common,6980,28/11/23,6254-00071-0000,WATER TANKER,NOS,1,26/10/23,,ARRANGED WATER TANKER FOR OFF SITE WARE HOUSE IN THE MONTH OF OCTOBER 2023
APPROVED,29127,,1,Corporate Image,6894,28/11/23,6254-00071-0000,WATER TANKER,NOS,3,17/10/23,,Arrange water tanker for Brookes Roundabout during the month of Sep-2023
APPROVED,28655,,3,Admin Common,6679,7/9/2023,6254-00071-0000,WATER TANKER,NOS,1,22/08/23,,"ARRANGED WATER TANKER (16,000 GALLONS) FOR BROOKES PHARMA PLOT 58-59 IN THE MONTH OF JULY 2023"
APPROVED,28147,,1,Corporate Image,6490,13/06/23,6254-00071-0000,WATER TANKER,NOS,2,13/06/23,,Arrange water tanker for Brookes Roundabout during the month of May-2023
APPROVED,27852,,579,Admin Common,6453,5/6/2023,6254-00071-0000,WATER TANKER,NOS,1,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26703,,1,Corporate Image,6133,9/1/2023,6254-00071-0000,WATER TANKER,NOS,2,14/12/22,,Arrange water tanker for Brookes Roundabout during the month of Nov-2022
APPROVED,12718,,2,Directors,3905,11/11/2019,6254-00071-0000,WATER TANKER,NOS,21,15/11/19,,WATER TANKER
APPROVED,8055,,47,Directors,2233,18/03/19,6254-00071-0000,WATER TANKER,NOS,31,21/03/19,,WATER TANKER
APPROVED,7909,,617,Admin Common,2221,18/03/19,6254-00071-0000,WATER TANKER,NOS,17,20/02/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6468,,1,Sterile (Common),1678,23/11/18,6254-00075-0000,CABLE LOCK,NOS,2,30/11/18,,For cephalosporin area
APPROVED,4627,,1,Sterile (Common),1069,14/09/18,6254-00076-0000,GAS LIQUID NITROGEN,LTR,"10,000.00",21/09/18,,GAS LIQUID NITROGEN
APPROVED,6834,,2,Sterile (Common),1806,10/12/2018,6254-00078-0000,GAS LIQUID OXYGEN FOR XL-45,CBM,"5,000.00",17/12/18,,For smooth production in sterile area
APPROVED,,,9,,7272,30/01/24,6303-00066-0000,IMAGING DRUM HP 19A LASERJET,NOS,5,6/2/2024,Atif Salam,TONER FOR I.T INVENTORY
APPROVED,,,5,,7272,30/01/24,6303-00071-0000,TONER HP LASERJET PRO MFP M130FW (17A),NOS,12,6/2/2024,Atif Salam,TONER FOR I.T INVENTORY
APPROVED,8028,,3,Quality Control (Common),2211,18/03/19,6401-00002-0000,ACETONITRILE,LTR,120,16/02/19,,BP Impurity Standards for TEZOLE CREAM
APPROVED,1552,,1,Admin Common,448,26/06/18,6301-00013-0000,CAMERA BOX DAUHA (HAC-HFW 1200 RP),NOS,4,3/7/2018,,"ALREADY PURCHASED PARTS OF CCTV AGAINST REQ # 172605 , 173217 & 173642 FOR OFFSITE WAREHOUSES & EMERGENCY EXITS OF BROOKES PHARMA "
APPROVED,1552,,9,Admin Common,448,26/06/18,6302-00021-0000,HARD DISK 1TB SATA,NOS,1,3/7/2018,,"ALREADY PURCHASED PARTS OF CCTV AGAINST REQ # 172605 , 173217 & 173642 FOR OFFSITE WAREHOUSES & EMERGENCY EXITS OF BROOKES PHARMA "
APPROVED,28473,,2,Networking,6677,7/9/2023,6303-00014-0000,TONER FOR HP LASERJET 1536 PRINTER (78A),NOS,5,26/07/23,,Toners Required
APPROVED,7050,,1,Quality Control (Common),1898,14/12/18,6405-00027-0000,BOTTLE REAGENT 1000ML BRAND: SCHOTT DURAN,NOS,20,20/12/18,,GLASS FILTERATION ASSEMBLY 47MM DIA WITH 01 LITRE VACUUM FLASK 
APPROVED,28654,,1,Quality Control (Common),6668,7/9/2023,6401-00014-0000,METHANOL HPLC GRADE,LTR,260,25/07/23,,RIBBON PRINTER MODEL: ERC-09 BRAND: EPSON
APPROVED,7343,,3,Quality Control (Common),1945,19/12/18,6402-00023-0000,POTASSIUM IODIDE,GMS,500,26/12/18,,TIRON
APPROVED,,,1,Quality Control (Common),7150,15/01/24,6402-00051-0000,FLUID THIOGLYCOLATE MEDIUM,GMS,"2,000.00",22/01/24,Rashid Ayub,For Micro Testing Purpose
APPROVED,12107,,1,Quality Control (Common),3458,7/10/2019,6404-00002-0000,HPLC COLUMN L8 LUNA 3U NH2 100A NEW COLUMN 150 X 4.6 MM PART NO: 00F-4377-E0 BRAND: PHENOMENEX- USA,NOS,1,10/10/2019,,"HPLC Columns for B-Lact Syrup, Clinair Assay,E-Cap Capsules Impurities,Cavira Tablets Assay and Conicort Cream"
APPROVED,6714,,3,Admin Common,1766,4/12/2018,7001-00002-0000,REFILLING OF FIRE EXTINGUISHER,NOS,1,10/12/2018,,ARRANGED REFILLING OF FIRE EXTINGUISHER AT BROOKES/OFFSITE WAREHOUSE.
APPROVED,3065,,3,Admin Common,740,1/8/2018,7001-00002-0000,REFILLING OF FIRE EXTINGUISHER,NOS,1,1/8/2018,,ARRANGED REFILLING OF FIRE EXTINGUISHER  OF BROOKES.
APPROVED,,,1,,7287,31/01/24,1106-00007-1001,FLIP OFF SEAL RED 32mm - Common Material,NOS,"100,000.00",5/3/2024,Rashid Ayub,
APPROVED,7071,,2,Directors,1904,15/12/18,6102-00033-0000,Stapler Pin (Med),NOS,6,21/12/18,,LED FLOOD LIGHT 100 WATT
APPROVED,4979,,1,Procurement,1214,4/10/2018,6102-00048-0000,CARD FILE BLUE (BROOKES LOGO),NOS,500,10/10/2018,,Imported Plastic Box File
APPROVED,29022,,30,Canteen,6986,28/11/23,6351-00001-0000,MILK FRESH,LTR,82,9/10/2023,Atif Salam,CASH PURCHASED FOR CANTEEN FROM 25-09-2023 TILL 30-09-2023.
APPROVED,29178,,33,Canteen,6889,28/11/23,6351-00001-0000,MILK FRESH,LTR,80,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 06-10-2023 TILL 11-10-2023.
APPROVED,29178,,31,Canteen,6889,28/11/23,6351-00001-0000,MILK FRESH,LTR,60,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 06-10-2023 TILL 11-10-2023.
APPROVED,29458,,29,Canteen,6899,28/11/23,6351-00001-0000,MILK FRESH,LTR,80,21/11/23,,CASH PURCHASED FOR CANTEEN FROM 01-11-2023 TILL 03-11-2023.
APPROVED,29367,,37,Canteen,6851,28/11/23,6351-00001-0000,MILK FRESH,LTR,82,14/11/23,,CASH PURCHASED FOR CANTEEN FROM 24-10-2023 TILL 31-10-2023.
APPROVED,28727,,429,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,85,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,434,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,85,2/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,448,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,90,21/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,351,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,20,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,352,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,20,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,345,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,370,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,65,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,313,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,10,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,338,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,26/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,337,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26464,,53,Canteen,6214,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,18/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,9636,,55,Canteen,2621,21/05/19,6351-00001-0000,MILK FRESH,LTR,25,27/05/19,,Cash purchased for canteen from 19-Apr-19 to 24-Apr-19
APPROVED,7909,,389,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,387,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,386,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,385,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,25/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,393,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7497,,70,Canteen,2100,15/01/19,6351-00001-0000,MILK FRESH,LTR,25,22/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,7495,,47,Canteen,2004,2/1/2019,6351-00001-0000,MILK FRESH,LTR,25,7/1/2019,,cash purchased for canteen from 17-12-18 to 20-12-18
APPROVED,6819,,50,Canteen,1845,11/12/2018,6351-00001-0000,MILK FRESH,LTR,30,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,6819,,49,Canteen,1845,11/12/2018,6351-00001-0000,MILK FRESH,LTR,25,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,6717,,41,Canteen,1759,4/12/2018,6351-00001-0000,MILK FRESH,LTR,30,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,6558,,39,Canteen,1753,3/12/2018,6351-00001-0000,MILK FRESH,LTR,30,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,5355,,70,Canteen,1618,15/11/18,6351-00001-0000,MILK FRESH,LTR,35,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,6221,,62,Canteen,1609,15/11/18,6351-00001-0000,MILK FRESH,LTR,30,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,6221,,60,Canteen,1609,15/11/18,6351-00001-0000,MILK FRESH,LTR,30,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,5355,,74,Canteen,1618,15/11/18,6351-00001-0000,MILK FRESH,LTR,35,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,5355,,69,Canteen,1618,15/11/18,6351-00001-0000,MILK FRESH,LTR,35,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,5992,,43,Canteen,1539,7/11/2018,6351-00001-0000,MILK FRESH,LTR,30,13/11/18,,Cash purchased for canteen from 01-10-18 to 05-10-18
APPROVED,5442,,58,Canteen,1361,16/10/18,6351-00001-0000,MILK FRESH,LTR,35,22/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5468,,55,Canteen,1366,17/10/18,6351-00001-0000,MILK FRESH,LTR,30,24/10/18,,cash purchased for canteen from 13-09-18 to 19-09-18
APPROVED,4034,,51,Admin Common,1244,4/10/2018,6351-00001-0000,MILK FRESH,LTR,35,6/9/2018,,cash purchased for canteen from 13-04-18 to 18-04-18
APPROVED,26766,,77,Canteen,6097,9/1/2023,6351-00006-0000,SUGAR,KGs,50,28/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,6843,,14,Canteen,2005,2/1/2019,6351-00007-0000,COOKING OIL,TIN,3,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,5964,,17,Canteen,1522,5/11/2018,6351-00007-0000,COOKING OIL,TIN,20,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,5964,,15,Canteen,1522,5/11/2018,6351-00007-0000,COOKING OIL,TIN,20,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,6843,,40,Canteen,2005,2/1/2019,6351-00009-0000,TURMERIC (HALDI),KGs,15,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6558,,34,Canteen,1753,3/12/2018,6351-00009-0000,TURMERIC (HALDI),KGs,2,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,28727,,275,Canteen,6674,7/9/2023,6351-00010-0000,FLOUR,KGs,100,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
